"WTR_ANAL FILE"
"Uwi","Area code","Formtn code","Pool seq","Wa num","Drillng event seq","Water lab num","Sample point code","Test perf base depth (m)","Test perf top depth (m)","Sample date","Reltv densty","Water anlyss comments","Test num","Mud resstvty (mg/l)","Salnty (mg/l)","Tot solids disslvd calc (mg/l)","Restvty (mg/l)","Na contnt (mg/l)","K contnt (mg/l)","Ca contnt (mg/l)","Mg contnt (mg/l)","Ba contnt (mg/l)","Sr contnt (mg/l)","Fe contnt (mg/l)","Cl contnt (mg/l)","Br contnt (mg/l)","I contnt (mg/l)","Hco3 contnt (mg/l)","So4 contnt (mg/l)","Co3 contnt (mg/l)","Oh contnt (mg/l)","H2s contnt (mg/l)","H2s contnt desc","Test perf flag","Project code"
"200C091I094A1200","9022","5000","A               ","39311","00","6212-52134-2021-5","SS","4591","2106","20211117","1.042","N.D.- Not Detected. Sulphate results are calculated from total sulphur determined by inductively coupled plasma emission spectrometry.","","","","59413",".11","20184","651.3","1663","311.1","2.3","181.5","13.13","35665.8","","","468.4","271.5","0","0","0","","","00"
"200D040L094A1100","9022","5000","A               ","39313","00","5137-52134-2021-4","SS","4725.1","2039.1","20210925","1.028","N.D.- Not Detected.","","","","38669",".16","13102","468.5","1035","192.2",".69","115.3","3.87","22686.8","","","495.8","567.6","0","0","0","","","00"
"200D040L094A1100","9022","5000","A               ","39313","00","52134-2021-5022","SS","4725.1","2039.1","20210918","1.027","N.D.- Not Detected.","","","","38610",".161","113064","462","1039","195","1.3","114","12","22649","","","523","550","0","0","0","","","00"
"200D040L094A1100","9022","5000","A               ","39313","00","6274-52134-2021-4","SS","4725.1","2039.1","20211122","1.053","N.D.- Not Detected.","","","","75266",".09","25373","789.7","2147","386.1","1.65","250.6","20.69","45296.3","","","431.1","567.7","0","0","0","","","00"
"200C040L094A1100","9022","5000","A               ","39314","00","4767-52134-2021-5","SS","2560.4","1884.9","20210902","1.023","N.D.- Not Detected.","","","","33366",".19","11214","404.2","852.3","165.1","1.33","91.21","4.55","19574.8","","","542.5","516.2","0","0","0","","","00"
"200C040L094A1100","9022","5000","A               ","39314","00","5138-52134-2021-5","SS","2560.4","1884.9","20210925","1.048","N.D.- Not Detected.","","","","67290",".1","22544","767.6","1872","329.7","1.58","224.6","7.73","40845.6","","","394.6","299.5","0","0","0","","","00"
"200C040L094A1100","9022","5000","A               ","39314","00","52134-2021-5023","SS","2560.4","1884.9","20210918","1.038","N.D.- Not Detected.","","","","53255",".127","17716","620","1473","269","2.1","172","8.3","32064","","","464","466","0","0","0","","","00"
"200C040L094A1100","9022","5000","A               ","39314","00","6409-52134-2021-4","SS","2560.4","1884.9","20211126","1.064","N.D.- Not Detected.","","","","89205",".08","29608","995.1","2640","466.4","2.63","324.5","27.15","54362.2","","","391","386.6","0","0","0","","","00"
"103011308016W600","9021","5000","A               ","39315","00","21WG771626C","MET","4080.1","2682.3","20210630","1.15","The ionic balance for this water exceeds 10%. The imbalance is caused by cations not included in the standard analysis.","","","20.74","202260",".06","54780","1705","12030","1664","0","0","28","131959","0","0","54.9","95.7","0","0","0","","","00"
"102081308016W600","9021","5000","A               ","39316","00","21WG771626A","MET","3808.8","2411.6","20210701","1.15","The ionic balance for this water exceeds 10%. The imbalance is caused by cations not included in the standard analysis.","","","20.43","194590",".06","50440","1739","10840","1483","0","0","25.6","129960","0","0","52.9","103","0","0","0","","","00"
"102091308016W600","9021","5000","A               ","39317","00","21WG771626E","MET","3788.4","2388.6","20210704","1.15","The ionic balance for this water exceeds 10%. The imbalance is caused by cations not included in the standard analysis.","","","20.29","200506",".06","67780","1948","1481","195.5","0","0","287.9","128960","0","0","75.2","105","0","0","0","","","00"
"100161308016W600","9021","5000","A               ","39318","00","21WG771626B","MET","3973.9","2574.8","20210703","1.15","","","","20.14","205357",".06","60720","1736","13210","1573","0","0","29.6","128000","0","0","56.9","90.5","0","0","0","","","00"
"102161308016W600","9021","5000","A               ","39319","00","21WG771626D","MET","3850.6","2451.1","20210630","1.16","","","","22.63","229633",".05","64890","1890","15690","1955","0","0","277.4","145000","0","0","40.7","189","0","0","0","","","00"
"200D003A094B1600","9022","5000","A               ","39338","00","21WF769127I","MET","2864.8","2032.6","20210701","1.1","","","","13.73","132980",".06","41010","1473","6573","94.5","0","0","25.9","83700","0","0","160.6","51.1","0","0","0","","","00"
"202A082I094B0900","9022","5000","A               ","39339","00","21WF769127A","MET","2973","2024.4","20210619","1.11","","","","14.79","146153",".06","45226","1689","7320","1030","0","0","4.5","90800","0","0","67.1","55.9","0","0","0","","","00"
"200A082I094B0900","9022","5000","A               ","39340","00","21WF769127B","MET","3420.9","2294.5","20210618","1.11","","","","14.51","139436",".06","41080","1484","6853","932.3","0","0","35.9","89000","0","0","61","56.8","0","0","0","","","00"
"203C003A094B1600","9022","5000","A               ","39342","00","21WF769127C","MET","3074.7","2484.1","20210627","1.12","","","","16.16","161427",".05","50170","1750","8201","1202","0","0","17.6","100000","0","0","91.5","59.7","0","0","0","","","00"
"202C003A094B1600","9022","5000","A               ","39343","00","21WF769127D","MET","3091.5","2501.2","20210626","1.11","","","","15.5","153110",".06","47450","1669","7653","1061","0","0","14.6","95200","0","0","59","48.6","0","0","0","","","00"
"200C003A094B1600","9022","5000","A               ","39344","00","21WF769127E","MET","3007","2051.3","20210621","1.12","","","","16.17","156588",".05","46390","1651","7501","966.9","0","0","8.1","100000","0","0","56.3","51.4","0","0","0","","","00"
"202D072I094B0900","9022","5000","A               ","39345","00","21WF769127F","MET","3433.9","2156.7","20210625","1.13","","","","18.06","179528",".05","54360","1819","9094","1202","0","0","16.8","113000","0","0","40.7","33.8","0","0","0","","","00"
"200D072I094B0900","9022","5000","A               ","39346","00","21WF769127G","MET","3542.3","2198.1","20210623","1.11","","","","14.99","145940",".06","43980","1600","7207","978.9","0","0","6.9","92100","0","0","59","45.3","0","0","0","","","00"
"204A072I094B0900","9022","5000","A               ","39347","00","21WF769127H","MET","3918.1","2335.9","20210629","1.12","","","","15.53","151871",".05","45470","1559","7769","1005","0","0","35.5","96000","0","0","73.2","32.6","0","0","0","","","00"
"200D006K094B1600","9022","5000","A               ","39358","00","21WF709398A","OTH","5298.3","2300","20210205","1.1","","","","14.49","141300",".06","43823","1656","6874","872.9","0","0","22.1","88000","0","0","101.7","25","0","0","0","","","00"
"200C006K094B1600","9022","5000","A               ","39359","00","21WF709398B","OTH","5176.9","1698.5","20210127","1.1","","","","14.87","144107",".06","44072","1738.2","6717","854.5","0","0","10.8","90670","0","0","85.4","13.5","0","0","0","","","00"
"200A007K094B1600","9022","5000","A               ","39360","00","21WF709398C","OTH","5308","2324.4","20210211","1.1","","","","14.3","143458",".06","46923","1611","6786","791","0","0","25.5","87270","0","0","109.8","23.1","0","0","0","","","00"
"200B007K094B1600","9022","5000","A               ","39362","00","21WF709398D","OTH","5563.8","2325","20210127","1.08","","","","12.22","119564",".07","37941","1459.4","5953","684.6","0","0","12.7","73450","0","0","109.8","22.4","0","0","0","","","00"
"102013107914W600","9021","5000","A               ","39372","00","2604433","OTH","5080.4","2327","20210304","1.02","","","","","27400",".26","8440","290","1460","280",".91","66.8","12","16100","17","0","338","543","0","0","0","","","00"
"200A056B094H0400","9022","5000","A               ","39476","00","22WF877534A","MET","4091.4","1918.1","20220312","1.06","","","","8.06","75876",".09","23595","801.3","3277.4","475.1","0","0","2","47400","0","0","331.4","165","0","0","140","","","00"
"202B056B094H0400","9022","5000","A               ","39477","00","22WF877534D","MET","3944","1770.1","20220315","1.06","","","","7.26","70153",".09","22756","821","3116.2","488.3","0","0","0","42600","0","0","408.7","171","0","0","99.8","","","00"
"202A057B094H0400","9022","5000","A               ","39478","00","22WF877534E","MET","3774.3","1783","20220317","1.06","","","","7.69","74623",".09","24017","886.6","3675.2","574.7","0","0","0","45100","0","0","416.8","165","0","0","25.8","","","00"
"203A057B094H0400","9022","5000","A               ","39479","00","22WF877534B","MET","3886.2","1760.4","20220313","1.05","","","","6.34","60634",".1","19394","707","2732.4","432.7","0","0","0","37000","0","0","361.9","190","0","0","81.5","","","00"
"200B057B094H0400","9022","5000","A               ","39480","00","22WF877534C","MET","4060.9","1961.4","20220315","1.06","","","","7.2","70671",".09","23310","804","3384.3","508.2","0","0","0","42300","0","0","349.7","193","0","0","54.7","","","00"
"200A058B094H0400","9022","5000","A               ","39481","00","22WF877534F","MET","4076.6","2211.7","20220317","1.07","","","","9.76","91730",".08","27218","1040.6","4483.2","668","0","0","3.1","58000","0","0","272.5","187","0","0","0","","","00"
"204B001B094G0800","9022","5000","A               ","39482","00","2578307","OTH","4460.5","2070","20201201","1.105","","","","","149400",".05","47300","1600","8350","1100","160","1430","40","91000","190","0","138","0","0","0","0","","","00"
"203B001B094G0800","9022","5000","A               ","39483","00","2578310","OTH","4308.5","1948","20201201","1.111","","","","","162200",".05","51200","1600","9640","1400","66.1","1740","0","97900","200","0","270","76","0","0","0","","","00"
"200A002B094G0800","9022","5000","A               ","39484","00","2579615","SEP","4243.5","1918","20201203","1.106","","","","","148600",".06","45600","1500","8020","1100","158","1440","45","92300","237","0","120","0","0","0","0","","","00"
"200D092J094G0100","9022","5000","A               ","39485","00","2579612","SEP","4239.5","1869","20201203","1.114","","","","","166000",".05","48700","1400","9440","1500","56.6","1770","4","105000","261","0","233","84","0","0","0","","","00"
"200C092J094G0100","9022","5000","A               ","39486","00","2579618","SEP","4318.5","1920","20201203","1.106","","","","","148700",".05","43900","1500","7550","1000","149","1300","37","94600","238","0","135","0","0","0","0","","","00"
"200C099H094B1600","9022","5000","A               ","39501","00","2565921","SEP","4840.1","2125","20201021","1.103","","","","","142400",".06","43800","1400","6770","930","235","1580","47","89400","220","28","151","0","0","0","0","","","00"
"202C099H094B1600","9022","5000","A               ","39502","00","2565923","SEP","5028.1","2334","20201028","1.106","","","","","152700",".05","50300","1400","8510","1000","518","1750","77","91300","248","34","123","0","0","0","0","","","00"
"203C099H094B1600","9022","5000","A               ","39503","00","2565926","SEP","4891.1","2184","20201024","1.104","","","","","143900",".05","44100","1500","6880","890","119","1400","56","90300","236","37","183","30","0","0","0","","","00"
"200C004G094H0400","9022","5000","A               ","39508","00","21WF731748B","SEP","4264","1796","20210405","1.05","","","","6.29","59190",".1","18850","636.3","2461.1","378.8","0","0","0","36600","0","0","290.8","121","0","0","21.9","","","00"
"200D005G094H0400","9022","5000","A               ","39509","00","21WF729458B","SEP","4085","1732.5","20210401","1.05","","","","6.37","59962",".11","19318","657","2352.9","359","0","0","0","37000","0","0","313.1","122","0","0","0","","","00"
"202D005G094H0400","9022","5000","A               ","39510","00","21WF729458C","SEP","4188","1757.3","20210329","1.05","","","","5.89","56370",".1","18281","661","2543","417.4","0","0","0","34200","0","0","282.6","129","0","0","0","","","00"
"200C005G094H0400","9022","5000","A               ","39511","00","21WF724875A","SEP","4450","1760.9","20210322","1.04","","","","6.08","56835",".12","17900","618","2590","407","0","0","2.5","35100","0","0","233.8","105","0","0","0","","","00"
"200A054B094H0400","9022","5000","A               ","39512","00","21WF724195A","SEP","4638","1740.1","20210318","1.06","","","","8.5","80154",".09","24600","835","3980","530","0","0","3","50000","0","0","217.6","103","0","0","0","","","00"
"200B054B094H0400","9022","5000","A               ","39513","00","21WF729458A","SEP","4260","1790.4","20210331","1.07","","","","10.58","99586",".07","30317","1046.9","4482","683.2","0","0","0","62800","0","0","288.7","115","0","0","58.9","","","00"
"200A055B094H0400","9022","5000","A               ","39514","00","21WF731748C","SEP","4141","1762.2","20210406","1.08","","","","9.93","94431",".07","29002","986.2","4399.8","641.3","0","0","0","59200","0","0","185","111","0","0","33.6","","","00"
"202A055B094H0400","9022","5000","A               ","39515","00","21WF732394A","SEP","4235","1768.8","20210409","1.08","","","","9.93","98270",".07","32200","1040","4820","688","0","0","0","59300","0","0","221.6","113","0","0","122","","","00"
"200B055B094H0400","9022","5000","A               ","39516","00","21WF732394B","SEP","4514","1885.6","20210411","1.09","","","","11.24","113454",".06","37600","1130","5840","839","0","0","0","67800","0","0","248.1","124","0","0","82","","","00"
"200D004G094H0400","9022","5000","A               ","39517","00","21WF731748A","SEP","4590","1885.2","20210408","1.04","","","","4.55","42727",".13","13947","513","1646","264","0","0","0","26100","0","0","317.2","101","0","0","13.7","","","00"
"200D024E094H0500","9022","5000","A               ","39532","00","2501371","SEP","4423","1887","20200316","1.119","","","","","169000",".05","52700","1300","10600","1400","66.4","1390","21","103000","231","43","73","130","0","0","0","","","00"
"200B033E094H0500","9022","5000","A               ","39533","00","2591774","OTH","4232","1725","20210129","1.127","","","","","181000",".05","54000","1300","11200","1400","75.4","1500","6","113000","282","59","45","60","0","0","0","","","00"
"202B033E094H0500","9022","5000","A               ","39534","00","2591810","OTH","4006","1723","20210129","1.128","","","","","185000",".05","56400","1400","11500","1500","66.6","1640","5","114000","272","54","58","68","0","0","0","","","00"
"200C029D094A1300","9022","5000","A               ","39548","00","2663157","SEP","3871.35","2237","20210914","1.119","","","","","174000",".05","53300","1800","9310","1170","76.7","1710","43","108000","236","0","72","60","0","0","0","","","00"
"100113508421W600","9022","5000","A               ","39551","00","C022960-XP5433","OTH","3678.2","1969.7","20200328","1.195","","","","","230000",".07","64200","1930","12600","1600","32.6","1280","50.6","143700","","","77","99.4","0","0","0","","","00"
"102021208116W600","9021","5000","A               ","39553","00","2537670","SEP","4566","2040","20200807","1.059","","","","","89400",".09","27300","870","7100","910","","","18","52600","","","176","450","0","0","0","","","00"
"100071208116W600","9021","5000","A               ","39554","00","2537666","SEP","4782","2019","20200808","1.063","","","","","90100",".08","24900","810","6340","790","","","4","56600","","","165","520","0","0","0","","","00"
"102071208116W600","9021","5000","A               ","39555","00","2537674","SEP","4503","2031","20200805","1.061","","","","","88800",".09","26000","850","6470","840","","","7","54000","","","191","440","0","0","0","","","00"
"100081608116W600","9021","5000","A               ","39556","00","2540820","SEP","4503","2030","20200803","1.078","","","","","112400",".07","32700","1100","8030","1000","5.38","470","25","69100","110","0","148","400","0","0","0","","","00"
"100021608116W600","9021","5000","A               ","39557","00","2536642","SEP","4256","2048","20200801","1.069","","","","","101600",".08","30400","1000","7720","990","5.44","371","7","60800","110","0","160","470","0","0","0","","","00"
"100011008016W600","9021","5000","A               ","39758","00","21WG735383B","SEP","4259.2","2443.3","20210415","1.13","","","","19.48","195279",".03","56400","2020","13000","1650","0","0","71","122000","0","0","93.5","163","0","0","0","","","00"
"102011008016W600","9021","5000","A               ","39759","00","21WG735383C","SEP","4245.2","2380.2","20210408","1.16","","","","23.91","245139",".03","69200","2260","17300","2160","0","0","26","154000","0","0","67.1","186","0","0","0","","","00"
"100041108016W600","9021","5000","A               ","39760","00","21WG735383A","SEP","3723.7","2288.3","20210408","1.17","","","","21.2","227993",".03","69600","2050","17200","1940","0","0","42","137000","0","0","36.6","185","0","0","0","","","00"
"100130208016W600","9021","5000","A               ","39761","00","21WG735383D","SEP","3946","2514.1","20210406","1.13","","","","16.44","169547",".03","50900","1780","12200","1460","0","0","57.2","103000","0","0","93.5","161","0","0","0","","","00"
"102130208016W600","9021","5000","A               ","39762","00","21WG735383E","SEP","3997","2399.6","20210410","1.16","","","","23.77","245213",".03","69500","2260","18100","2140","0","0","41.6","153000","0","0","54.9","186","0","0","0","","","00"
"100162308718W600","6460","5000","B               ","39770","00","6739-52134-21-4","SEP","4583.3","1749","20211211","1.102","N.D.- Not Detected.","","","","151610",".06","47673","1223","7626","1764","","","0","92231","","","153.6","939.3","0","0","0","","","00"
"100142408718W600","6460","5000","B               ","39771","00","6630-52134-21-10","SEP","4592.1","1707.7","20211208","1.106","N.D.- Not Detected.","","","","153929",".05","48123","891.7","8054","1848","","","0","93888.5","","","182.6","939.6","0","0","0","","","00"
"100133408724W603","9022","5000","A               ","39795","03","22WF870242C","OTH","5136.26","2200.32","20220307","1.15","","","","19.52","202612",".05","67200","1920","8440","886","0","0","31.7","124000","0","0","107.8","114","0","0","0","","","00"
"100031108219W600","9021","5000","A               ","39796","00","20WG687277D","OTH","5308.63","2150","20201205","1.09","","","","15.12","142724",".06","38745","1467","9833","1075","0","0","49","91500","0","0","117.9","46.7","0","0","0","","","00"
"100031108219W600","9021","5000","A               ","39796","00","21WF769975D","SEP","5309.6","2272","20210624","1.13","","","","18.48","181723",".05","49800","1870","12500","1450","11","1380","11.3","116000","0","0","8.1","99.2","0","0","0","","","00"
"100010908718W602","6460","5000","B               ","39876","02","0918-52134-22-4","MET","4453","1727.7","20220217","1.116","N.D.- Not Detected.","","","","177470",".05","57846","1318","7804","1643","","","0","107965.8","","","576.3","316.8","0","0","0","","","00"
"100041008718W600","6460","5000","B               ","39877","00","0893-52134-22-4","MET","4486","1698.8","20220216","1.113","N.D.- Not Detected.","","","","166705",".05","55123","1264","7422","1535","","","0","100420.4","","","594.6","346.1","0","0","0","","","00"
"105140208015W600","9021","5000","A               ","39941","00","2564091","SEP","5040.7","2165","20201022","1.088","","","","","126000",".06","35100","1200","9460","1300","2.87","522","10","78200","140","0","130","617","0","0","0","","","00"
"105140208015W600","9021","5000","A               ","39941","00","2586480","MET","5040.7","2165","20210107","1.124","","","","","174000",".05","48400","1500","13900","1900","","","9","108000","","","108","570","0","0","0","","","00"
"102150208015W600","9021","5000","A               ","39942","00","2565022","SEP","5010.9","2340","20201027","1.123","","","","","183000",".05","55700","1700","12500","1500","22.2","918","44","111000","200","0","127","280","0","0","0","","","00"
"102150208015W600","9021","5000","A               ","39942","00","2587664","OTH","5010.9","2340","20210111","1.127","","","","","180000",".05","54400","1700","12500","1700","","","10","109000","","","110","290","0","0","0","","","00"
"100150208015W600","9021","5000","A               ","39943","00","2564095","OTH","4836.9","2165","20201022","1.122","","","","","172000",".05","48600","1500","12400","1600","3.95","841","10","107000","200","24","118","530","0","0","0","","","00"
"100150208015W600","9021","5000","A               ","39943","00","2587661","OTH","4836.9","2165","20210111","1.142","","","","","198000",".05","55300","1700","15400","2100","","","5","123000","","","121","460","0","0","0","","","00"
"102021108015W600","9021","5000","A               ","39944","00","2565018","SEP","4971.52","2354","20201028","1.122","","","","","184000",".05","56900","1800","13000","1600","22.6","977","43","110000","190","0","127","290","0","0","0","","","00"
"102021108015W600","9021","5000","A               ","39944","00","2587658","MET","4971.5","2354","20210112","1.127","","","","","179000",".05","52600","1600","12200","1600","","","10","110000","","","104","300","0","0","0","","","00"
"100021108015W600","9021","5000","A               ","39945","00","2564099","OTH","4762.1","2168","20201021","1.126","","","","","178000",".05","51000","1600","13000","1700","4.44","918","10","110000","206","0","131","500","0","0","0","","","00"
"100021108015W600","9021","5000","A               ","39945","00","2586490","MET","4762.1","2168","20210108","1.145","","","","","203000",".04","58200","1800","15900","2170","","","5","124000","","","139","500","0","0","0","","","00"
"102082507915W600","9021","5000","A               ","39946","00","2586793","OTH","4623","2357.3","20210106","1.058","","","","","83500",".09","25100","820","4970","720","","","6","50600","","","182","1100","0","0","0","","","00"
"102033007914W600","9021","5000","A               ","39947","00","2586778","OTH","4915","2360.7","20210106","1.054","","","","","78000",".1","23300","770","4420","650","","","4","47500","","","197","1100","0","0","0","","","00"
"105023007914W600","9021","5000","A               ","39948","00","2573715","OTH","4953.5","2364","20201031","1.045","","","","","63000",".09","19900","700","3750","550","3.9","278","15","37200","57","0","255","667","0","0","0","","","00"
"105023007914W600","9021","5000","A               ","39948","00","2586805","OTH","4953.5","2364","20210107","1.062","","","","","88000",".09","26400","860","5100","750","","","4","54100","","","188","684","0","0","0","","","00"
"202C029D094A1300","9022","5000","A               ","39984","00","2663148","SEP","4323.39","2305","20210914","1.12","","","","","169000",".05","49600","1640","9310","1170","99.8","2060","38","107000","243","0","74","40","0","0","0","","","00"
"203C029D094A1300","9022","5000","A               ","39985","00","2663142","SEP","3874.89","2128","20210921","1.124","","","","","182000",".05","54300","1900","9890","1200","51.7","1680","48","114000","234","0","110","82","0","0","0","","","00"
"200B039D094A1300","9022","5000","A               ","39986","00","2663145","SEP","4626.84","2269","20210921","1.122","","","","","174000",".05","51500","1800","9410","1200","78.2","1750","42","110000","232","0","59","50","0","0","0","","","00"
"200C039D094A1300","9022","5000","A               ","39987","00","2663154","SEP","4775.78","2373","20210921","1.121","","","","","177000",".05","53200","1700","9850","1200","105","2030","46","111000","242","0","68","40","0","0","0","","","00"
"202C039D094A1300","9022","5000","A               ","39988","00","2663151","SEP","4784.54","2207","20210921","1.127","","","","","178000",".05","52600","1800","9640","1100","50.7","1630","51","113000","240","0","91","80","0","0","0","","","00"
"200C030L094A1200","9022","5000","A               ","40016","00","21WF752163J","MET","4188.2","2251.1","20210523","1.16","The ionic balance for this water exceeds 10%. The imbalance is caused by cations not included in the standard analysis.","","","22.34","221163",".04","63130","2262","11230","1480","0","0","36.9","143000","0","0","59","33","0","0","0","","","00"
"202C030L094A1200","9022","5000","A               ","40017","00","21WF752163A","MET","4150.4","2108","20210512","1.15","","","","20.66","206300",".05","59340","2385","11030","1480","0","0","31.7","132000","0","0","56.9","37.1","0","0","0","","","00"
"200D030L094A1200","9022","5000","A               ","40018","00","21WF752163B","MET","4182.7","2090","20210515","1.16","The ionic balance for this water exceeds 10%. The imbalance is caused by cations not included in the standard analysis.","","","22.96","224553",".05","62080","2433","11470","1490","0","0","22.8","147000","0","0","59","51.5","0","0","0","","","00"
"202D030L094A1200","9022","5000","A               ","40019","00","21WF752163C","MET","4288.2","2276","20210521","1.13","","","","22.88","224499",".05","64930","2284","12590","1650","0","0","23.3","143000","0","0","36.6","27.6","0","0","0","","","00"
"203D030L094A1200","9022","5000","A               ","40020","00","21WF752163D","MET","4297","2224","20210524","1.16","","","","20.92","209966",".05","60040","2455","11830","1590","0","0","37","134000","0","0","40.7","31.8","0","0","0","","","00"
"200A040L094A1200","9022","5000","A               ","40021","00","21WF752163E","MET","4217.4","2160.7","20210521","1.15","The ionic balance for this water exceeds 10%. The imbalance is caused by cations not included in the standard analysis.","","","21.62","211872",".05","59370","2342","10610","1480","0","0","19.7","138000","0","0","63","39","0","0","0","","","00"
"202A040L094A1200","9022","5000","A               ","40022","00","21WF752163F","MET","4305.2","2314.7","20210522","1.16","The ionic balance for this water exceeds 10%. The imbalance is caused by cations not included in the standard analysis.","","","21.85","217431",".04","62370","2338","11090","1580","0","0","28.4","140000","0","0","48.8","29.2","0","0","0","","","00"
"202B039L094A1202","9022","5000","A               ","40023","02","21WF752163G","MET","4417.6","2383.8","20210518","1.15","The ionic balance for this water exceeds 10%. The imbalance is caused by cations not included in the standard analysis.","","","22.23","217759",".04","60380","2321","11440","1580","0","0","28.8","142000","0","0","30.5","23.2","0","0","0","","","00"
"203B039L094A1200","9022","5000","A               ","40024","00","21WF752163H","MET","4437","2339.4","20210523","1.16","The ionic balance for this water exceeds 10%. The imbalance is caused by cations not included in the standard analysis.","","","23.28","229995",".04","64510","2520","12290","1610","0","0","51","149000","0","0","65.1","34","0","0","0","","","00"
"200B039L094A1200","9022","5000","A               ","40025","00","21WF752163I","MET","4362.7","2399","20210523","1.15","","","","20.99","210194",".04","61780","2379","10520","1460","0","0","25.4","134000","0","0","42.7","34.8","0","0","0","","","00"
"100012307915W600","9021","5000","A               ","40040","00","2653712","SEP","5391","2388","20210820","1.019","","","","","27000",".27","8120","321","1130","200","1","61","4.6","16000","22","0","399","835","0","0","0","","","00"
"200A006B094H0400","9022","5000","A               ","40102","00","21WF848386B","MET","5111","1904.3","20211216","1.09","","","","12.39","120901",".08","39300","1310","4700","666","0","0","11.1","74700","0","0","176.9","138","0","0","0","","","00"
"200D006B094H0400","9022","5000","A               ","40103","00","21WF848386E","MET","5194.6","2095.6","20211218","1.08","","","","11.35","110334",".08","35900","1270","4500","668","0","0","17.6","67900","0","0","166.7","14.8","0","0","0","","","00"
"202D006B094H0400","9022","5000","A               ","40104","00","21WF848386D","MET","5237.4","2032.2","20211212","1.08","","","","11.77","111197",".08","34400","1218","4290","646","0","0","7","70400","0","0","195.2","147","0","0","0","","","00"
"200D096J094A1300","9022","5000","A               ","40105","00","21WF848386F","MET","5070.2","1894.6","20211217","1.08","","","","11.23","109690",".08","35800","1280","4520","681","0","0","13.6","67200","0","0","160.6","130","0","0","0","","","00"
"202D096J094A1300","9022","5000","A               ","40106","00","21WF848386C","MET","5224","2103.7","20211212","1.08","","","","10.62","103550",".09","34400","1076","3980","580","0","0","16.8","63300","0","0","187.1","123","0","0","0","","","00"
"200A096J094A1300","9022","5000","A               ","40107","00","21WF848386A","MET","5186","2224.2","20211215","1.08","","","","11.02","103831",".09","31600","1214","4300","600","0","0","23.2","65900","0","0","193.2","123","0","0","0","","","00"
"202C083A094B0900","9022","5000","A               ","40162","00","C072964-YP1440","OTH","4123.9","2244.3","20200924","1.168","","","","","200000",".05","58200","1870","10600","1270","89.3","1960","33.8","127600","","","80","31.2","0","0","0","","","00"
"200B083A094B0900","9022","5000","A               ","40163","00","C072964-YP1436","OTH","4092.4","2170.4","20200926","1.173","","","","","200000",".05","59700","1820","10800","1340","89.4","1970","23.6","130600","","","65","32.6","0","0","0","","","00"
"200A084A094B0900","9022","5000","A               ","40164","00","C072987-YP1521","OTH","4164.1","2293.8","20201001","1.173","","","","","200000",".05","59800","1850","10800","1320","94.6","1860","38","130600","","","81","35.6","0","0","0","","","00"
"200A084A094B0900","9022","5000","A               ","40164","00","C072987:YP1521-01","OTH","4164.1","2293.8","20201001","1.173","Notes: TDS and Conductivity results may be affected by fine particulates passing through the filter and dissolved organic compounds.","","","","200000",".05","59800","1850","10800","1320","94.6","1860","38","130600","","","81","35.6","0","0","0","","","00"
"202A084A094B0900","9022","5000","A               ","40165","00","C072987-YP1513","OTH","4312.2","2390.4","20201004","1.183","","","","","210000",".05","63500","1840","11400","1410","71.7","2100","18.4","136200","","","88","39.8","0","0","0","","","00"
"200B084A094B0900","9022","5000","A               ","40166","00","C072987-YP1525","OTH","4457.9","2625.9","20201004","1.176","","","","","210000",".05","59900","1830","10800","1360","92.5","1930","30.5","133300","","","120","34.3","0","0","0","","","00"
"200B084A094B0900","9022","5000","A               ","40166","00","C072987:YP1525-01","OTH","4457.9","2814.7","20201004","1.176","Notes: Ionic imbalance","","","","210000",".05","59900","1830","10800","1360","92.5","1930","30.5","133300","","","120","34.3","0","0","0","","","00"
"100121208718W600","6460","5000","B               ","40190","00","0425-52134-22-3","SEP","5102","1840.2","20220124","1.107","N.D.- Not Detected.","","","","158395",".05","51405","948.6","7123","1532","","","0","96493.2","","","389.5","503","0","0","0","","","00"
"100081108718W600","6460","5000","B               ","40191","00","6771-52134-21-4","SEP","5067","1896.2","20211215","1.109","N.D. - Not Detected  Pres. - Analyte Present","","","","162459",".05","52773","1536","7570","1525","","","0","98169.4","","","344.1","542.3","0","0","0","","","00"
"202D049B094G0100","9022","5000","A               ","40213","00","2600860","SEP","3975.88","2095","20210220","1.1","","","","","144600",".06","44900","1300","6990","950","105","1490","37","90200","190","30","148","40","0","0","0","","","00"
"200C049B094G0100","9022","5000","A               ","40214","00","2600856","SEP","4213.84","2153","20210216","1.104","","","","","148800",".06","45900","1300","7660","1000","194","1510","34","92700","190","40","126","40","0","0","0","","","00"
"202A060B094G0100","9022","5000","A               ","40215","00","2600844","SEP","4891.44","2270","20210302","1.108","","","","","153200",".06","47100","1100","8870","1100","606","1480","73","95000","215","63","137","0","0","0","0","","","00"
"200A060B094G0100","9022","5000","A               ","40216","00","2600848","SEP","4754.88","2124","20210228","1.105","","","","","151200",".06","47100","1400","7170","960","123","1520","50","94300","190","34","128","93","0","0","0","","","00"
"200B060B094G0100","9022","5000","A               ","40217","00","2599811","SEP","4871.67","2241","20210226","1.109","","","","","162000",".05","49200","1400","7680","1100","236","1850","35","102000","230","16","102","27","0","0","0","","","00"
