"PROJECTS FILE"
"Area Code","Formtn Code","Pool Seq","Project Code","Project Name","Project Type","Proj Revns Num","Proj Doa","Proj Dga","Proj Eff Date","Proj Apprvl Date","Proj Term Date","Proj Area","PE Num"
"6020","4800","I","02","ENCAL PROJECT","CONC","","46.4","60","19940127","19940127","19980713","94-H-2 Block G - Unit 80               Block F - Units 71, 81.","0207"
"2000","4800"," ","02","ESSO PROJECT","GEPO","1","38.5","","19790423","19800516","19971121","Twp 85 Rge 14 - NW/4 Section 3, Section 4, S/2 and NE/4 Section 9, Section 10, SW/4 Section 14, S/2 Section 15 and SE/4 Section 16.","0113"
"6460","4100","A","02","PENGROWTH PROJECT","GEPG","","","60","20040426","20040426","","Twp 86 Rge 18 - Sect 11.","1122"
"3200","8600","E","02","AQUEST PROJECT","GEPG","1","","250.8","20041119","20041119","","94-J-10 Block K - units 76 - 80, 86 - 90, 96-100             Block L - units 71, 81, 91 94-J-15 Block C - units 6-10             Block D - units 1. ","1163"
"0320","4997","A","04","CAMBRIAM PROJECT #2","GEPG","2","","","20090311","20090311","20111102","NTS 94-A-05  Block D ' units 20, 30, 40, 50, 60, 70, 80, 90            	 NTS 94-B-08  Block A - units 11-15, 21-25, 31-35, 41-45, 51-55, 61-65, 71-75, 81-85, 92-95                     Block H - units 2-5, 12-15, 22-25, 32-35, 42-45, 52-55, 62-65, 74, 75, 84 and 85. ","1601"
"7250","2400","A","08","PENN WEST PROJECT","GEPG","1","","","20040719","20040719","","94-H-2 Block D - units 78-80, 88-90, 96-100               Block E - units 6-10, 16, 17, 26, 27 94-H-3 Block A - units 52-55, 60, 62-65, 70-95               Block B - units 51, 61, 71, 81               Block H - units 1-5, 12, 13, 22, and 23 ","1134"
"9045","8295"," ","12","STORM GAS PROJECT #1","GEPG","","","","20110301","20110301","","NTS 94-O-08	Block I - unit 91 NTS 94-O-09  	Block A - units 1, 11, 21  NTS 94-P-05  	Block K - units 40, 50, 60, 70      	              Block L - units 31, 41, 51, 54-57, 61, 64-67, 72-77, 82-87, 92-100 NTS 94-P-12  	Block C - units 20, 30, 40, 50                      Block D - units 2-11, 14-21, 24-33, 41-43, 52, 53, 62 and 63. ","1609"
"0320","2600","B","02","PROGRESS PROJECT","GEPG","","","","20050210","20050210","","94-B-8: Block G - units 52, 53, 62 and 63.","1179"
"9021","5000","A","06","STORM PROJECT #1","GEPG","4","","","20071004","20071004","","	Twp 80 Rge 16 W6M   Sections 16, 17, 20, 21, 28, 29, 32-34 	Twp 80 Rge 17 W6M   Sections 25, 36 	Twp 81 Rge 15 W6M   Sections 7, 8 	Twp 81 Rge 16 W6M   Sections 2-12, 15-20, 22, 23 	Twp 81 Rge 17 W6M   Sections 1, 11-14, 23, 24 ","1382"
"9045","8550"," ","02","PETRO-CAN PROJECT","GEPG","","","","20090303","20090303","","94-P-4: Block A - units 12-15, 22-25, 32-35, amd 42-45","1469"
"3380","2630","A","03","BURLINGTON PROJECT #2","GEPG","","","","20040301","20040301","20050228","94-H-16  Block D - Units 34, 35, 44 and 45.","1108"
"9030","2800","A","11","ENCANA PROJECT #6","GEPG","1","","","20050613","20050613","","93-P-7:  Block J - unit 100              Block K - unit 91 93-P-10: Block B - units 10, 20, 30, 36-40, 46-50, 54-59, 64-69, 76, 77, 86, 87              Block C - units 1, 11-13, 21-23, 31-39, 41-49, 56, 57, 66, 67, 74-77, 84-87, 96-99              Block F - uniits 6-9, 18, 19, 28, and 29.","1237"
"6480","2800","V","02","TALISMAN PROJECT #1","GEPG","","","","20101210","20101210","","NTS 93-I-09  Block A  Units 71-73, 81-83.","1591"
"6480","1725"," ","02","BP EXPERIMENTAL CBM PROJ #1","EXP","1","","","20010320","20010320","","93-I-9 Block E - Units 11, 14-17, 21, 24-27, 31, 34-39, 41, 44-49, 51-70, 72-80, 82-90, 94-100             Block F - Units 20, 30, 40, 50, 58-60, 68-70             Block L - Units 4-10, 16-20, 26-30, 38-40, 48-50, 60, 70 93-I-10 Block H - Units 51, 61, 71-73, 81-83, 91-95               Block I - Units 1-5, 11-19, 21-29, 31-39, 41-49, 51-55, 61-65, 76, 77, 86, 87, 94-97 93-I-15 Block A - Units 4-7.","0383"
"0800","4800","E","02","CNRL PROJECT","GEPG","","","","20060529","20060529","","94-G-1 Block F - units 51, 61            Block G - units 38, 39, 48, 49, 58-60, 68-70.","1290"
"5600","4150","A","04","MONTEREY PROJECT","GEPG","","","","20070907","20070907","","094-G-08 Block I - units 31 and 41 094-H-05 Block L - units 18, 19, 28, 29, 40, and 50.","1379"
"4390","2800","A","02","DUVERNAY PROJECT","GEPG","","","","20051104","20051104","20070322","T77-R18 W6M: sections 30 and 31 T77-R19 W6M: sections 22-27 and 33-36 T78-R18 W6M: sections 6 and 7 T78-R19 W6M: sections 1-4 and 9-12.","1227"
"8120","4980","A","02","TERRA PROJECT","GEPG","","","","20100108","20100108","","Twp 79 Rge 17 W6M - sections 23-27, 35 Twp 80 Rge 17 W6M - section 2.","1539"
"2985","2400","B","02","CNRL PROJECT","GEPG","","","","20050216","20050216","20051115","94-H-1: Block I - units 60, 70, 78-80, 88-90 Block J - uniits 51-53, 61-63, 71-73 and 81-83.","1180"
"9000","1725"," ","05","HUDSON'S HOPE CBM EXPERIMENTAL","EXP","1","","","20021231","20021231","","Twp 81 Rge 24 - Sect 19, 30, 31 Twp 81 Rge 25 - Sect 24, 25, 26, 31, 35, 36 Twp 81 Rge 26 - Sect 23F, 26F, 35F, 36 Twp 82 Rge24 - Sect 6, 7 Twp 82 Rge 25 - Sect 1, 2, 4-10, 12, 15-17, 21-23 Twp 82 Rge 26 - Sect 1, 2F, 11F, 12, 14FS 93-O-16  Block I -  Units 72-77, 82-87, 91-97 93-P-13   Block L - Unit 100 94-A-04   Block D - Units 10, 18-20, 28-30, 37F, 38-40, 47F, 48-50, 57F, 58-60, 67F, 68-70, 77F, 78-80, 87F, 88-90, 97F, 98-100               Block E - Units 7F, 8-10, 17F, 18-20, 27F, 28-30 94-B-1   Block A - Units 1-7, 11-17, 21-27, 31-37, 41-47, 51, 56-59, 61, 66-69, 71-79, 81-89, 91-99              Block H - Units 1-9, 11-19 and 21-29.","1021"
"8260","4100","B","03","DEVON PROJECT","GEPG","","","","20050225","20050225","","94-H-3: Block J - units 32-37, 42-47, 52-57, 62-67, 72-77, 80, 82-87, 90, 94-99 Block K - units 71, 81 94-H-6: Block B - units 4-9, 16, 17, 26, 27, 36-40, 46-50, 56-60, 66-70, 78-80, 88-90, 98-100 Block C - units 31, 41, 51, 61, 71, 81, 91 Block F - unit 1 Block G - units 8-10. ","1183"
"9021","5000","A","25","TRIDENT PROJECT","GEPG","1","","","20090205","20090205","","	78-17 W6M: Sections 13, 14, 21 - 28, 32 - 36   	79-17-W6M: Sections 2 - 5 ","1467"
"9021","5000","A","42","SHELL PROJECT #2","GEPG","1","","","20100419","20100419","","DLS 78-20 W6M	Sections 7, 18, 19, 30, 31 DLS 78-21 W6M	Sections 24 - 27, 34 - 36  DLS 79-20 W6M	Section 7 DLS 79-21 W6M	Sections 1, 2, 10 - 16, 23 - 26, 35, 36 DLS 80-21 W6M	Sections 1 - 8, 17 - 20  ","1536"
"6800","4800","W","02","CNRL","CONC","","","8","","20160928","","NTS 94-A-15 Block I - Unit 3",""
"2985","2400","A","02","BAYTEX PROJECT","GEPG","","","","20050215","20050215","20051115","94-H-8 Block B - Units 52-55, 62-65, 72-75 and 82-85.","1177"
"2400","2400","B","02","CNRL PROJECT","GEPG","1","","","20040916","20040916","","Twp 88 Rge 20 W6M - Sections 13, 14, 16, 21, 23, 25, 26, 28 & fractional sections 33-35 94-A-11 Block I - fractional units 16-20 & units 26-30, 38, 39, 48, 49, 56-60, 66-70, 76-80, 86-90, 94-100                 Block J - fractional unit 11 & units 21, 51, 61, 71, 81, 91 94-A-14 Block A - units 4-10, 14-19, 24-29, 34-37, 44-47                 Block B - unit 1.","1146"
"9021","5000","A","05","MURPHY PROJECT #1","GEPG","4","","","20070222","20070222","","93-P-8: Block I - units 54, 55, 64, 65, 74-79, 84-89, 100 Block J - units 91-93 	 93-P-9: Block A - units 10, 20, 30-77, 81-87, 91-93  Block B - units 1-3, 11-13, 21-23, 31-33, 41-43, 51-55, 61-65 Block H - units 1-3. ","1335"
"9045","8295"," ","10","IMPERIAL SHALE GAS PROJECT #3","GEPG","","","","20110207","20110207","","NTS 94-O-01  Block E  Units 71, 81, 91 NTS 94-O-01  Block F  Units 76-80, 86-90, 96-100 NTS 94-O-01  Block K  Units 6-10, 16-20, 26-30, 38-40, 48-50 NTS 94-O-01  Block L  Units 1, 11-13, 21-23, 31, 41 ","1605"
"4720","8200","A","08","ENCO PROJECT","GEPG","","","60","20040714","20040714","20041216","94-P-10  Block I - Units 80 and 90                  Block J - Units 71 and 81. ","1131"
"5000","1720"," ","09","PETRO-CANADA EXP PROJ","EXP","","","","20030306","20020920","","94-G-1 Block F - Units 52-55, 62-65, 74-77, 84-87.","1013"
"3300","2700","B","03","CNRL PROJECT","GEPG","","","","20041129","20041129","","94-A-9 Block K - units 58, 59, 68, 69, 78, 79, 88 and 89.","1164"
"2800","4100","H","02","BONAVISTA PROJECT","GEPG","","","","20090121","20090121","","94-A-14  Block L - Units 36, 37, 46 and 47.","1466"
"8160","4800","A","03","PETRO-CANADA PROJECT","GEPG","","","","20061101","20061101","","94-G-1: Block C - units 36, 37, 46 and 47.","1316"
"1400","4800","B","02","CAMPION PROJECT","GEPG","","","","20011114","20011114","20080421","94-A-13 Block E - units 18, 19, 28, 29.","0401"
"4700","8295"," ","07","PENN WEST PROJ #2","GEPG","","","","20110822","20110822","","NTS  94-P-10   Block A  Units 32-37, 42-47, 52-57, 62-67, 72-77, 82-87.","1622"
"9030","2800","A","04","BURLINGTON PROJECT #2","GEPG","4","","","20040209","20040209","","NTS 93-P-6:   Block I     units 91-95 NTS 93-P-7:   Block K	 unit 100                      Block L	 units 91-100	 NTS 93-P-10: Block B	units 60, 70, 80, 90, 100                      Block C	 units 10, 20, 30, 40, 50, 51, 58-61, 68-75, 78-85, 88-95, 100                      Block D	 units 1-35, 40-45, 50-100                      Block E	units 1-30, 38-40, 48-50, fractional units 51-60                      Block F	units 1-5, 10, 14-17, 20, 24-27, 30, 34-39, 44-49, fractional units 58-60                      Block G	unit 10	 NTS 93-P-11: Block A	units 1-5, 11-15, 21-25, 31-35, 41-45, 51-59, 61-69, 71-100                      Block B	units 71, 81, 91                      Block G	units 1, 11, 21, 31, 41 fractional unit 51                      Block H	units 1-50, fractional units 51-60 DLS 76-19 W6M	 fractional sections 31-34 DLS 76-20 W6M	 fractional sections 31-36 DLS 76-21 W6M	 fractional section 36 DLS 77-19 W6M	 sections 3-6, 8, 9 DLS 77-20 W6M	 sections 1-11, 14-22 DLS 77-21 W6M	 sections 1, 12, 13 and 24 ","1230"
"9045","8295","A","06","QUICKSILVER PROJECT #1","GEPG","1","","","20101104","20101104","","NTS 94-O-15  Block A  Units 11-19, 21-29, 31-73, 81-83  NTS 94-O-15  Block B  Units 31-33, 41-43, 51-53, 61-63 NTS 94-O-16  Block D  Units 12-20, 22-30, 32-40, 42-50, 52-60, 62-70, 72-80, 82-90. ","1576"
"6430","2850","G","02","CONOCO PROJECT #1","GEPG","","","","20101207","20101207","","NTS 93-P-02  Block G  Units 98, 99 NTS 93-P-02  Block J   Units 8, 9, 18, 19, 28, 29, 40, 50 NTS 93-P-02  Block K  Units 31, 41.","1588"
"2400","2400","B","03","BONAVISTA PROJECT","GEPG","","","","20051017","20051017","","94-A-11: Block J - units 52, 53, 62 and 63.","1225"
"5000","1720"," ","10","PETRO-CANADA EXP PROJ","EXP","","","","","20020920","","94-G-1 Block F - Units 11, 21               Block G - Units 20, 30.","1014"
"9000","8285"," ","11","NEXEN SHALE PROJECT #4","EXP","","","","20080207","20070427","20110704","94-O-8 Block A - units 91-95 Block H - units 1-5, 11-15, 21-25  94-P-5 Block D - unit 100 Block E - units 10, 20, and 30. ","1358"
"9045","8295"," ","15","STORM GAS PROJECT #4","GEPG","","","","20110301","20110301","","NTS 94-P-12	Block D  units 12, 13, 22, and 23.","1611"
"9030","2800","A","25","AVENIR PROJECT #3","GEPG","","","","20090717","20090717","","93-P-1	Block F - units 32-37, 42-47, 51-57, 61-67, 71-77, 81-87, 91-99 	       Block G - units 60, 70, 80, 90, 100 	       Block J - unit 10 	       Block K - units 1-9 ","1504"
"5852","7710"," ","07","EOG PROJECT # 5","EXP","","","","","20050613","","94-O-03 Block J-units 38, 39, 48, 49","1208"
"5870","8200","A","02","CNRL PROJECT #1","GEPG","","","","19961125","19961125","20041216","94-P-15 Block A - Units 36-39, 46-49, 56-59 & 66-69                 Block F - Units 32-37,42-47,51-59,61-69,71-79,81-89 & 91-95                 Block G - Units 60, 70, 76-80, 86-90 & 100                 Block J - Units 10, 18-20, 28-30, 32-40, 42-50, 58-60, 68-70, 76-80, 86-90 & 96-100                 Block K - Units 1-5, 11-19, 21-29, 31-39, 41-49, 51-60, 61-70, 71-80, 81-90,& 91-100                 Block L - Units 51-59, 61-69, 71-79, 81-89, & 91-99 95-A-2 Block B - fractional Units 6-10               Block C - fractional Units 1-10               Block D - fractional Units 1-9.","0245"
"6140","4800"," ","05","CNRL PROJECT #2","GEPG","","","","20040625","20040625","","Twp 82 Rge 21 - Sect 15.","1130"
"3240","2700","A","02","ENCANA PROJECT","GEPG","1","","","20051005","20051005","","94-H-5:  Block K - units 14, 15, 24, 25, 32-35, 42-45, 52-55, 62-65, 72-77, 82-87, 94-97  Block L - units 92, 93  94-H-12:  Block C - units 4-7, 16-20, 26-30, 36-40, 46-50, 56-60, 66-70, 78-80, 88-90, 100  Block D - units 2, 3, 11-13, 21-23, 31-33, 41-43, 51, 61, 71-75, 81-85, 91-95  Block E - units 1-5, 12-17, 22-27, 32-37, 42-47, 52-57, 62-67, 72-79, 82-89, 94-99   Block F - unit 10   Block L - units 4-9. ","1222"
"1000","2700","A","02","PROEX PROJECT","GEPG","","","","20070517","20070517","","94-G-1: Block F - units 16, 17, 26 and 27.","1364"
"9022","4997","A","07","PROGRESS PROJECT #1","GEPG","2","","","20100601","20100601","","94-B-09 Block E - unit 91 Block F - units 91-97, 100 Block G - unit 100 Block J - units 10, 20, 30, 40, 50, 54-60, 64-70, 74-80, 84-90, 96-100 Block K - units 1-7, 10-17, 20-27, 30-73, 78-83, 88-100 Block L - units 1, 11, 21, 31, 41, 51, 61, 71, 81, 91    94-B-16 Block B - units 6-10 Block C - units 1-10, 12-20, 22-30, 34, 35, 40, 44, 45, 50, 58-60, 68-70 Block D - units 1, 11-13, 21-23, 31-33, 41-43, 51-53 and 61-63.","1650"
"5100","5000","A","02","ENERPLUS JULIENNE PROJECT #1","GEPG","","","","20120719","20120719","","NTS 94-B-15 	Block I  Units 92-95 NTS 94-G-2	Block A  Units 2-5, 12-20, 22-30, 34-40, 44-50, 54-60, 64-70, 74-80, 84-90, 94-100 	Block B  Units 11, 21, 31-33, 41-43, 51-55, 61-65, 71-75,	81-85, 91-93 	Block G  Units 1-3, 11-13, 21-23, 31-33, 41-43, 52, 53, 62, 63 	Block H  Units 4-10, 14-20, 24-30, 36, 37, 40, 46, 47, 50 ","1689"
"0800","4800","A","08","CONOCO PROJECT","GEPG","","","","","20080626","","094-A-13	Block D - units 52, 53, 62 and 63.",""
"9022","5000","A","07","PROGRESS PROJECT #3","GEPG","","","","20110615","20110615","","NTS 94-B-09   Block I     Units 56, 57, 60, 66, 67, 70, 78-80, 88-90, 98-100 NTS 94-B-09   Block J    Units 51-53, 61-63, 71-73, 81-83, 91-95 NTS 94-B-16   Block A   Units 8-10, 20, 30 NTS 94-B-16   Block B   Units 1-5, 11-15, 21-25, 32-35, 42-45, 54-57, 64-67, 74-77, 84-87, 96, 97 NTS 94-B-16   Block G   Units 6, 7, 16, 17, 26 and 27.","1644"
"4600","7400","A","02","BERKLEY PROJECT","GEPO","","349.5","","19990614","19990614","20000628","Twp 86 Rge 25 - NE/4 Sect 34 Twp 87 Rge 25 - SW/4 Sect 1, NE/4 Sect 2, E/2 and NW/4 Sect 11.","0325"
"3425","2330","A","02","CAPIO PROJECT","GEPG","","","","20031210","20031210","","Twp 79 Rge 15 - Sect 31 Twp 79 Rge 16 - Sect 35, 36 Twp 80 Rge 14 - Sect 7 Twp 80 Rge 15 - Sects 4 - 14 Twp 80 Rge 16 - Sect 1.","1077"
"6140","4800"," ","08","ENCANA PROJECT","GEPG","","","","20060214","20060214","","Twp 81 Rge 21 - Sect 32.","1258"
"8160","5000","A","05","PROGRESS PROJECT","GEPG","","","","20110615","20110615","20111102","NTS 94-B-09   Block I     Units 56, 57, 60, 66, 67, 70, 78-80, 88-90, 98-100 NTS 94-B-09   Block J    Units 51-53, 61-63, 71-73, 81-83, 91-95 NTS 94-B-16   Block A   Units 8-10, 20, 30 NTS 94-B-16   Block B   Units 1-5, 11-15, 21-25, 32-35, 42-45, 54-57, 64-67, 74-77, 84-87, 96, 97 NTS 94-B-16   Block G   Units 6, 7, 16, 17, 26 and 27. ","1618"
"0740","8580","A","02","AMOCO PROJECT","GEPG","","","0","19720601","19710916","19780731","94-N-16 Block E - unit 91                 Block F - units 98-100                 Block J - units 80, 90, 100                 Block K - units 8-10, 16-20, 26-30, 34-39, 44-49, 52-57, 62-67, 71-77, 81-87, 91-95                   Block L - units 1, 11, 21 95-C-1 Block B - fractional unit 10               Block C - fractional units 1,2,3,4, and 5.","0081"
"6140","4800"," ","06","CNRL PROJECT #3","GEPG","","","","20050110","20050110","","Twp 83 Rge 21 W6M - sections 2, 3, 4, and 9.","1170"
"8130","5000","A","02","DUVERNAY PROJECT","GEPG","","","","20071129","20071129","20080903","Twp 79 - Rge 18: sections 16, 17, 20 and 21.","1393"
"0740","8580","A","03","MAYAN PROJECT","GEPG","","","","19920613","19920612","19990618","94-N-16 Block E - Unit 91                  Block F - Units 98-100                  Block J - Units 80, 90, 100                  Block K -Units 8-10, 16-20, 26-30, 34-39, 44-49, 52-57, 62-67, 71-77, 81-87, 91-95                 Block L - Units 1, 11, 21  95-C-1 Block B - Fractional unit 10                Block C - Fractional units 1,2,3,4,5.","0187"
"4650","2600","B","05","HUSKY PROJECT","PMWF","","185.5","","20030331","20030304","20070625","94-I-9  Block A  - units 96 - 100              Block B - unit 91              Block G - units 1, 11, 21              Block H - units 6 - 10, 16 - 20 and 26 - 30.","1031"
"5170","2800","D","05","SUNCOR PROJECT","GEPG","","","","20040104","20040104","20051115","93-P-1:  Block I - units 40, 50, 60, 70                Block J - units 31-33, 41-43, 51-53, and 61-63","1169"
"4700","8200","A","03","PENN WEST PROJECT","GEPG","5","","","19971006","19971006","","94-P-6 Block J - Units 36-40, 46-50, 56-60, 66-70, 76-80, 86-90, 98-100                Block K - Units 31-35, 41-45, 51-55, 61-65, 71-79, 81-89, 91-99 94-P-10 Block D - Units 60, 70, 80, 90, 100                 Block E - Units 10 94-P-11 Block A - Units 34-40, 44-100                 Block B - Units 8-10, 18-20, 28-30, 31, 38-40, 41, 48-77, 81-87, 91-97                 Block C - Units 1-9, 11-19, 21-29, 31, 41, 51, 61                 Block F - Units 31, 41, 51-55, 61-65, 71-75, 81-85, 91                 Block G - Units 1-7, 11-19, 21-29, 31-90, 96-100                 Block H - Units 1-10, 14-20, 24-30, 34-40, 44-50, 54-60, 64-70, 78-80, 88-90                 Block J - Units 6-10, 16-20, 26-30, 38, 39, 48, 49                 Block K - Unit 1, 11, 21.","0276"
"1000","4800","C","02","PROGRESS PROJECT","GEPG","2","","","20040211","20040211","","94-G-1 Block B - units 20, 30, 40, 50 Block C - units 11, 21, 31 - 33, 41 - 43, 52, 53, 62, 63, 72 - 75 and 82 - 85. ","1094"
"2020","4800","R","02","ITERATION PROJECT","GEPG","","","","20060908","20060908","","Twp 88 Rge 14 - Sect 30.","1305"
"3600","4580","A","03","NORTHSTAR PROJECT","CONC","","11.8","10.2","19841123","19841123","19970512","Twp 83 Rge 18 - Sect 25","0158"
"6530","4520","C","02","AMERADA PROJECT","CONC","","62.9","8.4","","19920925","19970429","Twp 86 Rge 18 - Sect 9, 16, E/2 17 and 21.",""
"4700","8200","A","18","DEVON PROJECT #3","GEPG","1","","","20050124","20050124","","94-P-1: Block F - units 92-97             Block G - units 92-95             Block H - units 96, 97             Block I - units 6, 7, 14-20, 24-30, 38-40, 48-50, 58-60, 68-70, 78-80, 88-90, 98-100             Block J - units 2-5, 11-15, 21-25, 31-57, 60-67, 70-77, 81-87, 91-95             Block K - units 2-7, 12-17, 22-27, 31-53, 61-63             Block L - units 31, 41. 94-P-8: Block A - units 8-13, 18-23, 28-30, 34-40, 44-53, 60-63, 70-73, 80-83, 90, 100             Block B - units 1-5, 11, 21, 31, 41, 51-99             Block C - units 51-59, 61-69, 71-77, 80-87, 90, 92-100             Block D - units 71, 81, 91             Block E - unit 1             Block F - units 2-11, 14-19, 21, 24-29, 34, 35, 44, 45             Block G - units 1-9, 11-33, 36, 37, 41-43, 46, 47             Block H - units 10, 20, 30, 40 and 50.","1174"
"9000","8285"," ","19","IMPERIAL SHALE PROJECT #3","EXP","2","","","20090311","20080905","20110207","94-O-01 Block E - unit 71, 81, 91 Block F - units 76-80, 86-90, 96-100 Block K - units 6-10, 16-20, 26-30 Block L - units 1, 11, and 21.","1441"
"5170","2800","D","04","ENCANA PROJECT #2","GEPG","2","","","20040308","20040308","20051103","93-P-1: Block I - Units 76-80, 86-100               Block J - Units 71, 81, 91-93, 100 93-P-7:Block I - Units 71-79, 81-89 93-P-8 Block A - Units 1-10, 14-20, 24-30, 38-40, 48-50, 58, 59, 68, 69, 78-80, 88-90, 98-100              Block B - Units 1-3, 11-13, 21-23, 31 34-41, 44-50, 52-60, 62-100               Block C - Units 31, 41, 51, 61, 71-75, 81-85, 91-95              Block E - Units 91-93               Block F - Units 1-5, 11-15, 21-25, 31-33, 36, 37, 41-43, 46, 47, 51-53, 61-63, 71-75, 81-85, 92-100               Block G - Units 1-10, 12-20, 22-30, 38-40, 48-50, 58-60, 68-70, 78-80, 88-90              Block H - Units 8-10              Block K - Units 2-10              Block L - Units 1-3, 12, 13, 22, 23, 32-37, 42-47, 52-59, 62-69, 76-80 and 86-90.","1107"
"4485","4990","B","02","CONOCOPHILLIPS PROJECT","GEPG","2","","","20060105","20060105","","94-H-10 Block E - units 96-100 Block L - units 6-10, 18-20, 28-30, 38, 39, 40, 48, 49, 50, 60, 70  94-H-11 Block H - units 91-93 Block I - units 1-3, 11-13, 21-23, 31-70 Block J - units 31, 41, 51, 61. ","1247"
"9021","5000","A","34","PENGROWTH PROJECT","GEPG","1","","","20090616","20090616","","Twp 80 Rge 20 W6M	Section 19 Twp 80 Rge 21 W6M	Section 13, 25, 35 Twp 81 Rge 21 W6M	Section 1 ","1499"
"9022","4997","A","16","CNRL PROJECT #2","GEPG","","","","","20120327","","94-B-8 Block H units 94-97            Block I units 4-7, 14-17, 24-27, 36, 37, 46, 47, 56-59, 66-69, 78-80, 88-90            Block J units 71 and 81.","1676"
"5000","1720"," ","06","PETRO-CANADA EXP PROJ","EXP","","","","","20020920","","94-G-1 Block L - Units 94, 95 94-G-8 Block D - Units 4, 5.","1010"
"3430","2400","A","02","CNRL PROJECT #1","GEPG","3","","","20031217","20031217","","94-H-1: Block C - units 92, 93 Block E - units 31, 41, 51, 61, 71, 81 Block F - units 2, 3, 14, 15, 24, 25, 34-40, 44-50, 54, 55, 58-60, 64, 65, 68-99 Block G - units 52-59, 62-69, 72-80, 82-90, 96-100 Block I  - units 60, 70, 78-80, 88-90 Block J - units 6-10, 51-57, 60-67, 70-90, 94, 95, 98-100 Block K - units 1-9, 12-19, 22-29, 34-37, 40, 44-47, 50-57, 61-67, 71-77, 81-87, 91-100 Block L - units 31-33, 41-43, 91-95  94-H-8: Block B - units 4, 5, 8-10, 14-20, 24-30 Block C - units 1-17, 21-27, 32-37, 42-47 Block D - units 1-5, 16, 17, 26, and 27.","1076"
"1000","4800","D","02","PROEX ENERGY PROJECT #1","GEPG","1","","","20070302","20070302","","94-G-1: Block E - units 32, 33, 42, 43, 52 - 55, 62 - 65, 74, 75, 84 and 85.","1338"
"9000","2700"," ","05","SHELL CBM PROJECT","EXP","","","","20070131","20070131","","94-A-4:  Block E - units 80, 90, 100             Block L - unit 10 94-B-1: Block H - units 71-75, 81-85, 91-95             Block I - units 1-5.","1332"
"4720","8200","A","06","CNRL PROJECT #5","GEPG","","","","20040121","20040121","20041216","94-P-10 Block E - Units 71-75, 81-85, 91-95                 Block F - Units 11, 16-19, 21, 26-29, 31, 36-39, 41, 46-49, 51-59, 61-69, 71-100                 Block G - Units 18-20, 28-30, 38-40, 48-50, 60, 70, 80, 90, 100                 Block J - Unit 10                 Block K - Units 1-10, 12-20, 22-30, 32-40, 42-50, 54-60, 64-70, 76-80, 86-90, 96-100                 Block L - Units 1-5, 11-19, 21-29, 31-39, 41-49, 51-59, 61-69, 71-79, 81-89, 91-99 94-P-15 Block C - Units 6-10                 Block D - Units 1-9.","1086"
"3426","4040","A","02","PENGROWTH PROJECT","GEPG","","","60","20040213","20040213","","94-A-16 Block K - units 16, 17, 26 and 27.","1100"
"1200","4800","C","02","PROEX ENERGY PROJECT","GEPG","1","","","20060913","20060913","","Twp 87 Rge 24 W6M - Sections 20, 30, 31 Two 88 Rge 24 W6M - Section 6.","1307"
"2000","4800"," ","09","KXL PROJECT","CONC","","","","20120309","20120309","","DLS Twp 85 Rge 14 W6M - N/2 Section 25.","1673"
"2960","4520","B","03","PETRO-CANADA PROJECT","CONC","","8.5","7.5","19850116","19850116","","Twp 84 Rge 18 -Sect 2",""
"8120","4900","A","02","TERRA PROJECT #1","GEPG","","","","","20091217","","Twp 79 Rge 17 W6M	- Sections 23 - 27, 35 Twp 80 Rge 17 W6M	- Sections 2. ","1519"
"6200","2700","B","02","MONTEREY PROJECT","GEPG","","","","20070219","20070219","","Twp 86 Rge 19 W6M - Sect 36.","1333"
"9021","5000","A","50","MONTEREY PROJECT #2","GEPG","","","","20100831","20100831","","Twp 79 Rge 21 W6M - Sections 21, 22, 27, 28, 32, and 33.","1557"
"9021","5000","A","57","TOURMALINE PROJECT #5","GEPG","","","","20120209","20120209","","DLS 79-15 W6M ? Sections 28, 29, 32 and 33.","1667"
"7600","2600"," ","02","REMINGTON PROJECT","GEPG","1","","","19970724","19980707","","Twp 88 Rge 16 - Sect 30  Twp 88 Rge 17 - Sect 4, 5, 8, 9, 16, 17, 19-30 & frac 31-36  Twp 88 Rge 18 - Sect 22-27 & frac 34-36  94-A-10 Block I - Frac Units 16-20 & Units 26-30, 32-40, 42-50, 56-60, 66-70, 78, 79, 88 & 89 94-A-10 Block J - Frac Units 11-20 & Units 21-70, 72-80 and 82-90 94-A-10 Block K - Frac Units 11-13 & Units 21-25, 31-35, 41-45, 51-53, 61-63, 71, 72, 81 and 82.","0267"
"2240","4800","A","03","PETRO-CANADA","GEPG","","","","20061121","20061121","","094-G-08:  Block G - units 14, 15, 24, and 25.","1325"
"8100","6200","C","04","SCURRY PROJECT #1","CONC","1","151.6","26.3","19910517","19970304","20000801","Twp 85 Rge 20 - Sect 33 Twp 86 Rge 20 - S/2 Sect 3, Sect 4, E/2 Sect 5 and Sect 9.","0181"
"0800","2900","C","03","CNRL PROJECT #1","GEPG","","","","20091125","20091125","","94-A-13:  Block E ' units 60, 70 94-B-16:  Block H ' units 51, 61 ","1516"
"8115","2800","B","03","ENCANA PROJECT #1","GEPG","","","","20050603","20050603","20051115","93-P-7: Block G - units 12, 13, 22, 23, 32-37, 42-47, 52-57, 62-67, 72, 73, 82 and 83.","1198"
"9021","5000","A","53","ARC PROJECT #4","GEPG","","","","20110527","20110527","","Twp 80 Rge 16 W6M  Section 24","1615"
