"PST FILE"
"UWI","Area_code","Formtn_code","Pool_seq","Wa_num","Compltn_event_seq","Press_survey_datum_depth","Pst_Comments","Abs_Gauge","Project_code"
"100042508016W600","9000","2600","04-25-080-16-W6M","30057","00","426.6","Datum depth assumed.","A","00"
"103071507818W600","9021","5000","A","30062","00","2005","Datum depth assumed.","A","00"
"100151708120W600","9021","5000","A","30071","00","1500.9","Datum depth assumed.","A","00"
"100010308222W600","9021","5000","A","30080","00","1228","Datum depth assumed.","A","00"
"100080308222W600","9021","5000","A","30081","00","1249.9","Datum depth assumed.","A","00"
"104072908119W600","9021","5000","A","30088","00","1259","Datum depth assumed.","A","00"
"100133508120W600","9021","5000","A","30091","00","1310.7","Datum depth assumed.","A","00"
"100123508120W600","9021","5000","A","30092","00","1257.5","Datum depth assumed.","A","00"
"102053508120W600","9021","5000","A","30095","00","1322","Datum depth assumed.","A","00"
"100052808016W600","9021","5000","A","30106","00","1224.5","Datum depth assumed.","A","00"
"100042008016W600","9021","5000","A","30107","00","1268.1","Datum depth assumed.","A","00"
"200B015B094H0402","9022","5000","A","30109","02","809.8","Datum depth assumed.","A","00"
"205B049H094B0800","9022","5000","A","30112","00","1524.7","","A","00"
"200C039H094B0800","9022","5000","A","30113","00","1590","Datum depth assumed.","A","00"
"102080208219W600","9021","5000","A","30114","00","1222.3","Datum depth assumed.","A","00"
"100090208219W602","9021","5000","A","30117","02","1226.3","Datum depth assumed.","A","00"
"100010208219W600","9021","5000","A","30118","00","1201.2","Datum depth assumed.","A","00"
"102091008017W602","9021","5000","A","30120","02","1370","Assumed datum depth.","A","00"
"104091008017W600","9021","5000","A","30122","00","1476.4","Assumed datum depth.","A","00"
"202A081A093P0900","9021","5000","A","30126","00","1737.1","Datum depth assumed.","A","00"
"200A071A093P0900","9021","5000","A","30127","00","1748","Datum depth assumed.","A","00"
"103081308220W600","9021","5000","A","30142","00","1241.7","Datum depth assumed.","A","00"
"104081308220W600","9021","5000","A","30143","00","1160.8","Datum depth assumed.","A","00"
"102091308220W600","9021","5000","A","30144","00","1149","Datum depth assumed.","A","00"
"102131808219W600","9021","5000","A","30145","00","1183.5","Datum depth assumed.","A","00"
"100132308220W600","9021","5000","A","30146","00","1163.2","Datum depth assumed.","A","00"
"200B052I094A1300","9022","5000","A","30148","00","754.1","Datum depth assumed.","A","00"
"200D086A093P0900","9021","5000","A","30149","00","1774.1","Datum depth assumed.","A","00"
"202D085A093P0900","9021","5000","A","30150","00","1800.4","Datum depth assumed.","A","00"
"202A061A093P0900","9021","5000","A","30151","00","1759.4","Datum depth assumed.","A","00"
"203D061A093P0900","9021","5000","A","30152","00","1750","Datum depth assumed.","A","00"
"202D088F094G0100","9022","5000","A","30160","00","838.9","Datum depth assumed.","A","00"
"203D088F094G0100","9022","5000","A","30161","00","908.3","Datum depth assumed.","A","00"
"202C043B094G0800","9022","5000","A","30168","00","732.1","Datum depth assumed.","A","00"
"200A044B094G0800","9022","5000","A","30169","00","812.1","Datum depth assumed.","A","00"
"203A100H094B0900","9022","5000","A","30171","00","1404.7","Datum depth assumed.","A","00"
"100112607818W600","9021","5000","A","30173","00","1914.2","Datum depth assumed.","A","00"
"105091907817W600","9021","5000","A","30174","00","1847.2","Datum depth assumed.","A","00"
"104011907817W600","9021","5000","A","30176","00","1912.1","Datum depth assumed.","A","00"
"202C091E094G0100","9022","5000","A","30180","00","870.8","Datum depth assumed.","A","00"
"203C091E094G0100","9022","5000","A","30181","00","935.6","Datum depth assumed.","A","00"
"200A010L094A1402","9022","5000","A","30183","02","778.1","Datum depth assumed.","A","00"
"102103607918W600","9021","5000","A","30198","00","1614.4","Datum depth assumed.","A","00"
"103103607918W600","9021","5000","A","30199","00","1527.6","Datum depth assumed.","A","00"
"104103607918W600","9021","5000","A","30200","00","1575.7","Datum depth assumed.","A","00"
"105103607918W600","9021","5000","A","30201","00","1479.3","Datum depth assumed.","A","00"
"100132808021W600","9021","5000","A","30203","00","1560.2","Datum depth assumed.","A","00"
"102132808021W600","9021","5000","A","30204","00","1539.1","Datum depth assumed.","A","00"
"100122808021W600","9021","5000","A","30205","00","1649","Datum depth assumed.","A","00"
"100040907714W600","9021","5000","A","30208","00","1601.1","Datum depth assumed.","A","00"
"100120908016W600","9021","5000","A","30209","00","1536.7","Datum depth assumed.","A","00"
"200B055L094B1600","9022","5000","A","30215","00","1074.5","Datum depth assumed.","A","00"
"100042908714W600","2020","4800","I","30221","00","540","","A","04"
"100112908714W600","2020","4800","I","30222","00","540","","A","04"
"102142108723W600","4900","4900","N","30230","00","965.8","Datum depth assumed.","A","00"
"100043308324W600","9022","5000","A","30231","00","1375.7","Datum depth assumed.","A","00"
"200C047H094G0200","9022","5000","A","30250","00","1167.6","Datum depth assumed.","A","00"
"200A073C094I1200","3455","8200","B","30253","00","1049.3","Datum depth assumed.","A","00"
"200C049L094G0100","9022","5000","A","30258","00","891.4","Datum depth assumed.","A","00"
"203D050L094G0100","9022","5000","A","30259","00","820.6","Datum depth assumed.","A","00"
"202D002G094G0202","9022","5000","A","30262","02","1051.1","Datum depth assumed.","A","00"
"202C022A094G0700","9022","5000","A","30264","00","769.9","Datum depth assumed.","A","00"
"100101408220W600","6140","2885","","30266","00","261.3","Datum depth assumed.","A","00"
"102091408220W600","9021","5000","A","30267","00","1206.1","Datum depth assumed.","A","00"
"102161408220W600","9021","5000","A","30269","00","1170.4","Datum depth assumed.","A","00"
"202C033A094B0802","9022","5000","A","30276","02","1560.9","Datum depth assumed.","A","00"
"100130607717W600","9021","5000","A","30278","00","2191.8","Datum depth assumed.","A","00"
"200A015H094B0800","9022","5000","A","30289","00","1440.3","Datum depth assumed.","A","00"
"100021408220W600","9021","5000","A","30292","00","1198.4","Datum depth assumed.","A","00"
"100012108220W600","9021","5000","A","30293","00","1158.1","Datum depth assumed.","A","00"
"100041308220W600","9021","5000","A","30295","00","1187","Datum depth assumed.","A","00"
"202B015H094B0800","9022","5000","A","30297","00","1624.4","Datum depth assumed.","A","00"
"200B015H094B0800","9022","5000","A","30298","00","1513","Datum depth assumed.","A","00"
"200A091D094H0502","9022","5000","A","30308","02","710.1","Datum depth assumed.","A","00"
"202A091D094H0500","9022","5000","A","30309","00","641.4","Datum depth assumed.","A","00"
"202D033A094B0802","9022","5000","A","30355","02","1583.9","Datum depth assumed.","A","00"
"200D020J094G0200","9022","5000","A","30363","00","1085.6","Datum depth assumed.","A","00"
"202D020J094G0200","9022","5000","A","30364","00","899.5","Datum depth assumed.","A","00"
"100022908714W600","2020","4800","D","30369","00","533","","A","03"
"102132208220W600","9021","5000","A","30382","00","1147.1","Datum depth assumed.","A","00"
"100102108723W600","4900","4900","S","30385","00","968.5","Datum depth assumed.","A","00"
"100092208220W600","9021","5000","A","30400","00","1191.6","Datum depth assumed.","A","00"
"103062608414W600","2000","2800","","30410","00","441.9","Datum depth assumed.","A","00"
"200A059H094O0602","9045","8295","A","30415","02","2120.1","Datum depth assumed.","A","00"
"103062108723W600","4900","4900","S","30418","00","958.9","Datum depth assumed.","A","00"
"200A058I094A1200","9022","5000","A","30419","00","935.3","Datum depth assumed.","A","00"
"100103108117W600","8157","2885","","30428","00","453.5","Datum changed from 1174.8 to 1176.7 mCF TVD to reflect MPP of CE00 & CE02 Oct 2017. Both CEs are Cadomin and open to one another.","A","00"
"100103108117W602","8157","2885","","30428","02","453.5","Datum reflects midpoint of CE00 and CE02; both Cadomin and open to one another.","A","00"
"200B066D094H1200","9000","5000","B-066-D/094-H-12","30429","00","544.9","Datum depth assumed.","A","00"
"200C023K094H0500","1350","2700","B","30430","00","632.5","Datum depth assumed.","A","00"
"202D050G094G0200","9022","5000","A","30436","00","992.8","Datum depth assumed.","A","00"
"203D050G094G0200","9022","5000","A","30437","00","1061.8","Datum depth assumed.","A","00"
"204D050G094G0200","9022","5000","A","30438","00","932.4","","A","00"
"100073507818W600","9021","5000","A","30439","00","1635.1","Datum depth assumed.","A","00"
"102073507818W600","9021","5000","A","30440","00","1776.6","Datum depth assumed.","A","00"
"103073507818W600","9021","5000","A","30441","00","1714.6","Datum depth assumed.","A","00"
"100103507818W600","9021","5000","A","30442","00","1629.4","Datum depth assumed.","A","00"
"100123407715W600","9021","5000","A","30456","00","1787.3","Assumed datum depth.","A","00"
"102103507818W600","9021","5000","A","30469","00","1768.5","Datum depth assumed.","A","00"
"102163507818W600","9021","5000","A","30474","00","1765","Datum depth assumed.","A","00"
"100133007817W600","8120","2010","","30475","00","176.7","Datum depth assumed.","A","00"
"100070608117W600","9021","5000","A","30495","00","1263.6","Datum depth assumed.","A","00"
"102080608117W600","9021","5000","A","30496","00","1300.7","Datum depth assumed.","A","00"
"100080608117W600","9021","5000","A","30497","00","1377.3","Datum depth assumed.","A","00"
"100041408118W600","9021","5000","A","30498","00","1328.6","Datum depth assumed.","A","00"
"100031408118W602","9021","5000","A","30499","02","1295.1","Datum depth assumed.","A","00"
"102022108017W600","9021","5000","A","30508","00","1465.3","Datum depth assumed.","A","00"
"103022108017W600","9021","5000","A","30509","00","1344","Datum depth assumed.","A","00"
"104022108017W600","9021","5000","A","30510","00","1466.3","Datum depth assumed.","A","00"
"105022108017W600","9021","5000","A","30511","00","1419.5","Datum depth assumed.","A","00"
"100160808018W602","8130","2800","","30512","02","569.5","Datum depth assumed.","A","00"
"100042008014W600","9021","5000","A","30513","00","1396.9","Datum depth assumed.","A","00"
"100100408014W600","9021","5000","A","30514","00","1216","Datum depth assumed.","A","00"
"202D001I094G0200","9022","5000","A","30520","00","1060.4","Datum depth assumed.","A","00"
"200B001I094G0200","9022","5000","A","30523","00","1060.8","Datum depth assumed.","A","00"
"200D025C094B1600","9022","5000","A","30530","00","1249.9","Datum depth assumed.","A","00"
"200C037K094H0300","9022","5000","A","30533","00","600.8","Datum depth assumed.","A","00"
"200B072F094H0300","9022","5000","A","30534","00","594.6","Datum depth assumed.","A","00"
"200B015E094I0500","3455","8200","B","30536","00","1161.3","Assumed datum depth.","A","00"
"103011908015W600","9021","5000","A","30541","00","1469.8","Datum depth assumed.","A","00"
"100161808015W600","9021","5000","A","30542","00","1300.4","Datum depth assumed.","A","00"
"102091908015W600","9021","5000","A","30576","00","1461.8","Datum depth assumed.","A","00"
"202B002H094B0800","9022","5000","A","30578","00","1571","Datum depth assumed.","A","00"
"200D092A094B0800","9022","5000","A","30579","00","1464.6","Datum depth assumed.","A","00"
"200C005H094B0800","9022","5000","A","30585","00","1503.6","Datum depth assumed.","A","00"
"100111208015W600","9021","5000","A","30591","00","1469.9","Datum depth assumed.","A","00"
"100040608115W600","9021","5000","A","30594","00","1391.6","Datum depth assumed.","A","00"
"100092207915W600","9021","5000","A","30600","00","1366.7","Datum depth assumed.","A","00"
"102081307915W600","9021","5000","A","30601","00","1371.3","Datum depth assumed.","A","00"
"102092207915W600","9021","5000","A","30602","00","1359.9","Datum depth assumed.","A","00"
"103080708015W600","9021","5000","A","30616","00","1345","Datum depth assumed.","A","00"
"100131708014W600","9021","5000","A","30623","00","1415.1","Datum depth assumed.","A","00"
"200A073L094H0300","9022","5000","A","30627","00","587.3","","A","00"
"100090808114W600","9021","5000","A","30629","00","1317.8","Assumed datum depth.","A","62"
"100162308015W604","3425","6200","","30630","04","1533.9","Datum depth assumed.","A","00"
"100122108413W600","2000","4535","A","30631","00","518","","A","02"
"100021908413W600","2000","4535","A","30634","00","518","","A","02"
"102103607717W600","9021","5000","A","30638","00","1950.9","Datum depth assumed.","A","00"
"203C085B094I0900","4650","2600","A","30644","00","280.1","","A","05"
"104142607818W600","9021","5000","A","30647","00","1657","Datum depth assumed.","A","00"
"105142607818W600","9021","5000","A","30648","00","1774","Datum depth assumed.","A","00"
"106142607818W600","9021","5000","A","30649","00","1810.5","Datum depth assumed.","A","00"
"107142607818W600","9021","5000","A","30650","00","1715.5","Datum depth assumed.","A","00"
"102112607818W600","9021","5000","A","30651","00","1658.8","Datum depth assumed.","A","00"
"103112607818W600","9021","5000","A","30652","00","1777.7","Datum depth assumed.","A","00"
"102072607818W600","9021","5000","A","30653","00","1821.3","Datum depth assumed.","A","00"
"108032607818W600","9021","5000","A","30655","00","1670.7","Datum depth assumed.","A","00"
"106032607818W600","9021","5000","A","30656","00","1728.7","Datum depth assumed.","A","00"
"105032607818W600","9021","5000","A","30657","00","1818.1","Datum depth assumed.","A","00"
"200A092F094G0200","9022","5000","A","30671","00","1130","Datum depth assumed.","A","00"
"202A092F094G0200","9022","5000","A","30672","00","939.2","Datum depth assumed.","A","00"
"200B091F094G0200","9022","5000","A","30673","00","1030.8","Datum depth assumed.","A","00"
"100133207914W600","9021","5000","A","30680","00","1266.9","Datum depth assumed.","A","00"
"100010407914W600","9021","5000","A","30681","00","1373.3","Datum depth assumed.","A","00"
"200B004K094H0300","9022","5000","A","30682","00","592.1","Datum depth assumed.","A","00"
"100131407914W600","9021","5000","A","30684","00","1292.3","Datum depth assumed.","A","00"
"100022307914W600","9021","5000","A","30685","00","1286","Datum depth assumed.","A","00"
"100032807914W600","9021","5000","A","30686","00","1287.2","Datum depth assumed.","A","00"
"100080407914W600","9021","5000","A","30687","00","1356.6","Datum depth assumed.","A","00"
"200B065H094B0800","9022","5000","A","30690","00","1419","Datum depth assumed","A","00"
"202D100H094B1600","9022","5000","A","30694","00","996.3","Datum depth assumed.","A","00"
"100011608220W600","9021","5000","A","30706","00","1190.4","Datum depth assumed.","A","00"
"100052008220W600","9021","5000","A","30707","00","1171.8","Datum depth assumed.","A","00"
"100041508220W600","9021","5000","A","30708","00","1182.8","Datum depth assumed.","A","00"
"102042008220W600","9021","5000","A","30709","00","1127.7","Datum depth assumed.","A","00"
"100091908220W600","9021","5000","A","30711","00","1166.9","Datum depth assumed.","A","00"
"204A063J094B1600","9022","5000","A","30712","00","1088.1","Datum depth assumed.","A","00"
"205A063J094B1600","9022","5000","A","30713","00","974.5","Datum depth assumed.","A","00"
"206A063J094B1600","9022","5000","A","30714","00","1035.1","Datum depth assumed.","A","00"
"100070207915W600","9021","5000","A","30717","00","1434.1","Datum depth assumed.","A","00"
"102070207915W600","9021","5000","A","30718","00","1389.6","Datum depth assumed.","A","00"
"102030207915W600","9021","5000","A","30720","00","1398.1","Datum depth assumed.","A","00"
"102011508220W600","9021","5000","A","30730","00","1149.3","Datum depth assumed.","A","00"
"100031508220W600","9021","5000","A","30734","00","1228.6","Datum depth assumed.","A","00"
"100161508220W600","9021","5000","A","30735","00","1320.3","Datum depth assumed.","A","00"
"100082708117W600","9021","5000","A","30741","00","1203.4","Datum depth assumed.","A","62"
"100100907714W600","9021","5000","A","30754","00","1809.6","Datum depth assumed.","A","00"
"100102407715W600","9021","5000","A","30755","00","1805.3","Datum depth assumed.","A","00"
"100021808016W600","9021","5000","A","30788","00","1541.7","Datum depth assumed.","A","00"
"100142308017W600","9021","5000","A","30789","00","1404.5","Datum depth assumed.","A","00"
"100152308017W600","9021","5000","A","30790","00","1286.2","Datum depth assumed.","A","00"
"102152308017W600","9021","5000","A","30791","00","1328.7","Datum depth assumed.","A","00"
"103152308017W600","9021","5000","A","30792","00","1364.7","Datum depth assumed.","A","00"
"102160308220W600","9021","5000","A","30795","00","1275.5","Datum depth assumed.","A","00"
"100160308220W600","9021","5000","A","30796","00","1232.5","Datum depth assumed.","A","00"
"103090308220W600","9021","5000","A","30797","00","1289.3","Datum depth assumed.","A","00"
"102090308220W600","9021","5000","A","30798","00","1230.9","Datum depth assumed.","A","00"
"100090308220W600","9021","5000","A","30799","00","1290.1","Datum depth assumed.","A","00"
"102080308220W600","9021","5000","A","30800","00","1239.4","Datum depth assumed.","A","00"
"100080308220W600","9021","5000","A","30801","00","1357.1","Datum depth assumed.","A","00"
"100010708213W602","9021","5000","A","30807","02","1198.6","Datum depth assumed.","A","62"
"200C075J094B0100","9022","5000","A","30815","00","1751.4","Datum depth assumed.","A","00"
"100153607817W600","8120","2010","","30817","00","150.4","Datum depth assumed.","A","00"
"100093207816W600","8120","2010","","30818","00","165.8","Datum depth assumed.","A","00"
"200D062K094A1200","9022","5000","A","30824","00","999.1","Datum depth assumed.","A","00"
"103011608117W600","9021","5000","A","30826","00","1195.4","Datum depth assumed.","A","62"
"102011608117W600","9021","5000","A","30827","00","1244.2","Datum depth assumed.","A","62"
"100011608117W600","9021","5000","A","30828","00","1191.3","Datum depth assumed.","A","62"
"104081608117W600","9021","5000","A","30829","00","1242.7","Datum depth assumed.","A","62"
"103081608117W600","9021","5000","A","30830","00","1181.3","Datum depth assumed.","A","62"
"102081608117W600","9021","5000","A","30831","00","1231.9","Datum depth assumed.","A","62"
"100081608117W600","9021","5000","A","30832","00","1176.1","Datum depth assumed.","A","62"
"100091608117W600","9021","5000","A","30833","00","1229.9","Datum depth assumed.","A","62"
"100070708214W602","5860","4545","A","30834","02","873","","A","04"
"100082108220W600","9021","5000","A","30848","00","1168.4","Datum depth assumed.","A","00"
"100092108220W600","9021","5000","A","30850","00","1163.9","Datum depth assumed.","A","00"
"100082908219W600","9021","5000","A","30875","00","1302.1","Datum depth assumed.","A","00"
"100012908219W602","9021","5000","A","30876","02","1132.6","Datum depth assumed.","A","00"
"202B100E094H0100","8740","2700","B","30890","00","275","Datum depth assumed.","A","00"
"100030408214W602","5860","4545","A","30891","02","873","","A","04"
"100092407915W600","9021","5000","A","30893","00","1324.1","Datum depth assumed.","A","00"
"100053507915W600","9021","5000","A","30904","00","1324.7","Datum depth assumed.","A","00"
"100040908017W600","9021","5000","A","30920","00","1512.9","Datum depth assumed.","A","00"
"102021307915W600","9021","5000","A","30921","00","1372.3","Datum depth assumed.","A","00"
"102130708014W600","3425","6200","","30922","00","1569.6","Datum depth assumed.","A","00"
"102040908017W600","9021","5000","A","30932","00","1391.6","Datum depth assumed.","A","00"
"102120908017W600","9021","5000","A","30933","00","1416.8","Datum depth assumed.","A","00"
"104040908017W600","9021","5000","A","30934","00","1471.3","Datum depth assumed.","A","00"
"100030908017W600","9021","5000","A","30935","00","1469.1","Datum depth assumed.","A","00"
"102030908017W600","9021","5000","A","30936","00","1387.1","Datum depth assumed.","A","00"
"100021908824W600","9022","5000","A","30947","00","1180.2","Datum depth assumed.","A","00"
"102021908824W600","9022","5000","A","30948","00","1066.2","Datum depth assumed.","A","00"
"100031908824W600","9022","5000","A","30949","00","1125.5","Datum depth assumed.","A","00"
"202C046K094B0800","9022","5000","A","30956","00","1641.4","Datum depth assumed.","A","00"
"200D081G094B0900","9022","5000","A","30961","00","1406.5","Datum depth assumed.","A","00"
"103030908017W600","9021","5000","A","30967","00","1425.6","Datum depth assumed.","A","00"
"103040908017W600","9021","5000","A","30968","00","1512.6","Datum depth assumed.","A","00"
"200C034F094B1600","9022","5000","A","30971","00","1105.5","Datum depth assumed.","A","00"
"202B076F094B1600","9022","5000","A","30973","00","1115.5","Datum depth assumed.","A","00"
"200A035F094B1600","9022","5000","A","30974","00","1117.4","Datum depth assumed.","A","00"
"200C057H094B0900","9022","5000","A","30976","00","1216.3","Datum depth assumed.","A","00"
"200D058H094B0900","9022","5000","A","30977","00","1206.2","Datum depth assumed.","A","00"
"200C058H094B0900","9022","5000","A","30978","00","1210.1","Datum depth assumed.","A","00"
"202A091G094B0900","9022","5000","A","30988","00","1199.2","Datum depth assumed.","A","00"
"200C081G094B0900","9022","5000","A","30989","00","1204.6","Datum depth assumed.","A","00"
"202C081G094B0902","9022","5000","A","30990","02","1410.8","Datum depth assumed.","A","00"
"203C081G094B0900","9022","5000","A","30991","00","1209.4","Datum depth assumed.","A","00"
"100040408017W600","9021","5000","A","30998","00","1421.4","Datum depth assumed.","A","00"
"100103207917W600","9021","5000","A","30999","00","1443.4","Datum depth assumed.","A","00"
"100153207917W600","9021","5000","A","31000","00","1439.2","Datum depth assumed.","A","00"
"102153207917W600","9021","5000","A","31001","00","1431.4","Datum depth assumed.","A","00"
"100131007715W600","9021","5000","A","31003","00","1880.7","Datum depth assumed.","A","00"
"200A030H094B0800","0320","4100","","31016","00","919.4","Datum depth assumed.","A","00"
"202A040H094B0800","9022","5000","A","31017","00","1589.6","Datum depth assumed.","A","00"
"200A040H094B0800","9022","5000","A","31018","00","1533.9","Datum depth assumed.","A","00"
"200A096C094B1600","9022","5000","A","31045","00","1164.8","Datum depth assumed.","A","00"
"202B095C094B1600","9022","5000","A","31046","00","1155","Datum depth assumed.","A","00"
"202A095C094B1600","9022","5000","A","31047","00","1153.2","Datum depth assumed.","A","00"
"102011107717W600","9021","5000","A","31048","00","1977.5","Datum depth assumed.","A","00"
"100081107717W600","9021","5000","A","31049","00","2090.4","Datum depth assumed.","A","00"
"203D003H094B0800","9022","5000","A","31053","00","1575.9","Datum depth assumed.","A","00"
"204D003H094B0800","9022","5000","A","31054","00","1388.3","Datum depth assumed.","A","00"
"205D003H094B0800","9022","5000","A","31055","00","1479.3","Datum depth assumed.","A","00"
"103132808021W602","9021","5000","A","31059","02","1602","Datum depth assumed.","A","00"
"200C002A094A1300","3540","4900","C","31100","00","805.6","Datum depth assumed. Well = HZ.","A","00"
"100040608017W600","9021","5000","A","31101","00","1585","Datum depth assumed.","A","00"
"102040608017W600","9021","5000","A","31102","00","1497.8","Datum depth assumed.","A","00"
"104040608017W600","9021","5000","A","31103","00","1455.8","Datum depth assumed.","A","00"
"105040608017W600","9021","5000","A","31104","00","1549","Datum depth assumed.","A","00"
"100133107917W600","9021","5000","A","31105","00","1590.1","Datum depth assumed.","A","00"
"103040608017W600","9021","5000","A","31106","00","1504.5","Datum depth assumed.","A","00"
"102133107917W600","9021","5000","A","31107","00","1548.1","Datum depth assumed.","A","00"
"103133107917W600","9021","5000","A","31108","00","1460.9","Datum depth assumed.","A","00"
"200C039F094B0800","9022","5000","A","31109","00","2075.6","Datum depth assumed.","A","00"
"200D087H094B0900","9022","5000","A","31131","00","1203.3","Datum depth assumed.","A","00"
"100050808120W600","9021","5000","A","31132","00","1379.7","Datum depth assumed.","A","00"
"102050808120W600","9021","5000","A","31133","00","1422","Datum depth assumed.","A","00"
"103040808120W600","9021","5000","A","31134","00","1428.3","Datum depth assumed.","A","00"
"102040808120W600","9021","5000","A","31135","00","1437.3","Datum depth assumed.","A","00"
"100040808120W600","9021","5000","A","31136","00","1383.6","Datum depth assumed.","A","00"
"100091108017W600","9021","5000","A","31139","00","1578.6","Datum depth assumed.","A","00"
"100161108017W600","9021","5000","A","31140","00","1574.9","Datum depth assumed.","A","00"
"105152108017W600","9021","5000","A","31143","00","1371.8","","A","00"
"200B075D094H0400","9022","5000","A","31147","00","807.7","Datum depth assumed.","A","00"
"100022808017W600","9021","5000","A","31208","00","1348","Datum depth assumed.","A","00"
"102022808017W600","9021","5000","A","31209","00","1431.9","Datum depth assumed.","A","00"
"104152108017W600","9021","5000","A","31210","00","1429.5","Datum depth assumed.","A","00"
"100021308017W600","9021","5000","A","31212","00","1338.4","Datum depth assumed.","A","00"
"102021308017W600","9021","5000","A","31213","00","1428.8","Datum depth assumed.","A","00"
"102041308017W600","9021","5000","A","31214","00","1347","Datum depth assumed.","A","00"
"103041308017W602","9021","5000","A","31215","02","1439.4","Datum depth assumed.","A","00"
"202B019H094B0800","9022","5000","A","31222","00","1560.7","Datum depth assumed.","A","00"
"200B019H094B0800","9022","5000","A","31223","00","1624.7","Datum depth assumed.","A","00"
"202C009H094B0800","9022","5000","A","31225","00","1629.6","Datum depth assumed.","A","00"
"200B023K094A1200","9022","5000","A","31226","00","1173","Datum depth assumed.","A","00"
"200A058B094H0300","9022","5000","A","31229","00","677.9","Datum depth assumed.","A","00"
"200D082G094B0900","9022","5000","A","31266","00","1212.1","Datum depth assumed.","A","00"
"100032008120W600","9021","5000","A","31283","00","1388.5","Datum depth assumed.","A","00"
"100012008120W600","9021","5000","A","31284","00","1326.2","Datum depth assumed.","A","00"
"102141708120W600","9021","5000","A","31285","00","1343.7","Datum depth assumed.","A","00"
"100141708120W600","9021","5000","A","31290","00","1395.8","Datum depth assumed.","A","00"
"102111708120W600","9021","5000","A","31291","00","1349.9","Datum depth assumed.","A","00"
"103093308120W600","9021","5000","A","31294","00","1454","Datum depth assumed.","A","00"
"102163308120W600","9021","5000","A","31295","00","1300.5","Datum depth assumed.","A","00"
"100133408120W600","9021","5000","A","31296","00","1254.9","Datum depth assumed.","A","00"
"102133408120W600","9021","5000","A","31297","00","1309.8","Datum depth assumed.","A","00"
"100010408220W600","9021","5000","A","31298","00","1281.9","Datum depth assumed.","A","00"
"202C036H094B0800","9022","5000","A","31327","00","1457.5","Datum depth assumed.","A","00"
"100031707914W600","9021","5000","A","31347","00","1648.3","Datum depth assumed.","A","00"
"102041707914W600","9021","5000","A","31348","00","1352.2","Datum depth assumed.","A","00"
"100162007914W600","9021","5000","A","31349","00","1287.8","Datum depth assumed.","A","00"
"100140508214W600","5860","4545","A","31354","00","873","","A","04"
"203B084K094B1600","9022","5000","A","31360","00","988.4","Datum depth assumed.","A","00"
"204B084K094B1600","9022","5000","A","31361","00","1059","Datum depth assumed.","A","00"
"200D084K094B1600","9022","5000","A","31362","00","1119.7","Datum depth assumed.","A","00"
"202D084K094B1600","9022","5000","A","31363","00","987.7","Assumed datum depth.","A","00"
"200B045E094I1400","7770","8200","A","31364","00","881","","A","00"
"200B070E094I1400","7770","8200","A","31365","00","898.4","Datum depth assumed.","A","00"
"200A055E094I1400","7770","8200","A","31366","00","881","","A","00"
"100011907817W600","9021","5000","A","31368","00","1795.7","Datum depth assumed.","A","00"
"102011907817W600","9021","5000","A","31369","00","1657.2","Datum depth assumed.","A","00"
"103011907817W600","9021","5000","A","31370","00","1738.5","Datum depth assumed.","A","00"
"100081907817W600","9021","5000","A","31371","00","1790","Datum depth assumed.","A","00"
"100100608116W600","9021","5000","A","31374","00","1201.1","Datum depth assumed.","A","62"
"102100608116W600","9021","5000","A","31375","00","1250","Datum depth assumed.","A","62"
"100160608116W600","9021","5000","A","31376","00","1198.2","Datum depth assumed.","A","62"
"102160608116W600","9021","5000","A","31377","00","1247.6","Datum depth assumed.","A","62"
"103160608116W600","9021","5000","A","31378","00","1200.2","Datum depth assumed.","A","62"
"104160608116W600","9021","5000","A","31379","00","1246.3","Datum depth assumed.","A","62"
"103121108117W600","9021","5000","A","31387","00","1191.3","Datum depth assumed.","A","62"
"102121108117W600","9021","5000","A","31388","00","1239.9","Datum depth assumed.","A","62"
"100121108117W600","9021","5000","A","31389","00","1190.1","Datum depth assumed.","A","62"
"105131108117W600","9021","5000","A","31390","00","1238.4","Datum depth assumed.","A","62"
"104131108117W600","9021","5000","A","31391","00","1189.9","Datum depth assumed.","A","62"
"103131108117W600","9021","5000","A","31392","00","1236.3","Datum depth assumed.","A","62"
"102131108117W600","9021","5000","A","31393","00","1187.4","Datum depth assumed.","A","62"
"100141708413W600","2000","4535","A","31399","00","603.3","Datum depth assumed.","A","02"
"100041408117W600","9021","5000","A","31414","00","1236.3","Datum depth assumed.","A","62"
"100140408016W600","8120","4500","","31415","00","1042.6","Datum depth assumed.","A","00"
"202C042A094B0800","9022","5000","A","31428","00","1471.9","Datum depth assumed.","A","00"
"203C042A094B0800","9022","5000","A","31429","00","1535.5","Datum depth assumed.","A","00"
"203A064C094G0100","9022","5000","A","31437","00","975","","A","00"
"100160808613W602","2000","4800","M","31442","02","593.8","Datum depth assumed.","A","02"
"100011708613W600","2000","4800","M","31443","00","632","","A","02"
"202C064H094B0800","9022","5000","A","31453","00","1455.5","Datum depth assumed.","A","00"
"200D005E094G0800","9022","5000","A","31466","00","932.1","Datum depth assumed.","A","00"
"202D005E094G0800","9022","5000","A","31467","00","790","Datum depth assumed.","A","00"
"203D005E094G0800","9022","5000","A","31468","00","865.3","Datum depth assumed.","A","00"
"200B004E094G0800","9022","5000","A","31469","00","931.1","Datum depth assumed.","A","00"
